CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year
03/26/15 13:55,1249177.0,CT0019400,SCSU,Racial Profile,3,15-2,Case No.,2015-01-01 00:00:00-05:00,January,B,N,F,25.0,True,True,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,W,01/ 1/15 00:21,Written Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 00:21:00-05:00,00:21,r2,,,Speed Related,2015
03/26/15 13:55,1249180.0,CT0019400,SCSU,Racial Profile,3,15-6,Case No.,2015-01-01 00:00:00-05:00,January,B,N,M,60.0,True,True,New Haven,Fitch Stree,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,I,01/ 1/15 01:18,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 01:18:00-05:00,01:18,r2,,,Speed Related,2015
03/26/15 13:55,1249183.0,CT0019400,SCSU,Racial Profile,3,15-9,Case No.,2015-01-01 00:00:00-05:00,January,B,N,F,46.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,W,01/ 1/15 02:28,Written Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 02:28:00-05:00,02:28,r2,,,Traffic Control Signal,2015
03/26/15 13:55,1249178.0,CT0019400,SCSU,Racial Profile,4,15-3,Case No.,2015-01-01 00:00:00-05:00,January,B,N,F,41.0,True,True,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,I,01/ 1/15 00:49,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 00:49:00-05:00,00:49,r2,,,Traffic Control Signal,2015
03/26/15 13:55,1249181.0,CT0019400,SCSU,Racial Profile,4,15-7,Case No.,2015-01-01 00:00:00-05:00,January,W,N,F,24.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,01/ 1/15 01:22,Verbal Warning,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 01:22:00-05:00,01:22,r2,,,Traffic Control Signal,2015
03/26/15 13:55,1249182.0,CT0019400,SCSU,Racial Profile,4,15-8,Case No.,2015-01-01 00:00:00-05:00,January,W,M,F,37.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-96a(a),,False,N,False,False,I,01/ 1/15 01:54,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 01:54:00-05:00,01:54,r2,,,Defective Lights,2015
03/26/15 13:55,1249184.0,CT0019400,SCSU,Racial Profile,7,15-12,Case No.,2015-01-01 00:00:00-05:00,January,W,H,M,24.0,True,True,New Haven,Fitch Stree,  ,  ,V,G,1.0,1,14-36(a),,True,C,False,False,I,01/ 1/15 07:25,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 07:25:00-05:00,07:25,r2,,,Other,2015
03/26/15 13:55,1249179.0,CT0019400,SCSU,Racial Profile,16,15-4,Case No.,2015-01-01 00:00:00-05:00,January,W,N,M,20.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,V,01/ 1/15 00:52,Verbal Warning,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 00:52:00-05:00,00:52,r2,,,Traffic Control Signal,2015
03/26/15 13:55,1249185.0,CT0019400,SCSU,Racial Profile,28,15-39,Case No.,2015-01-01 00:00:00-05:00,January,W,N,M,29.0,False,False,New Haven,Crescent Stree,  ,  ,V,G,1.0,0,14-230,,False,N,False,False,V,01/ 1/15 21:32,Verbal Warning,,,False,1.0,CT0011700,20150326135439000001,2015-01-01 21:32:00-05:00,21:32,r2,,,Moving Violation,2015
03/26/15 13:55,1249186.0,CT0019400,SCSU,Racial Profile,3,15-53,Case No.,2015-01-02 00:00:00-05:00,January,B,N,M,19.0,True,True,New Haven,Wintergreen Avenu,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,I,01/ 2/15 00:53,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-02 00:53:00-05:00,00:53,r2,,,Traffic Control Signal,2015
03/26/15 13:55,1249187.0,CT0019400,SCSU,Racial Profile,19,15-121,Case No.,2015-01-03 00:00:00-05:00,January,W,N,M,47.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-241,,False,N,False,False,V,01/ 3/15 11:08,Verbal Warning,,,False,1.0,CT0011700,20150326135439000001,2015-01-03 11:08:00-05:00,11:08,r2,,,Moving Violation,2015
03/26/15 13:55,1249188.0,CT0019400,SCSU,Racial Profile,19,15-122,Case No.,2015-01-03 00:00:00-05:00,January,B,N,F,34.0,True,False,New Haven,Fitch Stree,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,01/ 3/15 11:27,Verbal Warning,,,False,1.0,CT0011700,20150326135439000001,2015-01-03 11:27:00-05:00,11:27,r2,,,Speed Related,2015
03/26/15 13:55,1249189.0,CT0019400,SCSU,Racial Profile,19,15-174,Case No.,2015-01-04 00:00:00-05:00,January,W,H,F,22.0,True,False,New Haven,Fitch Stree,  ,  ,V,G,1.0,0,14-299,,False,N,False,False,I,01/ 4/15 21:05,Infraction Ticket,,,False,1.0,CT0011700,20150326135439000001,2015-01-04 21:05:00-05:00,21:05,r2,,,Traffic Control Signal,2015
