CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,ReasonforStop
4/26/24 3:00,6863941.0,CT0016200,Winsted,Racial Profile,1152,24-2422,Case No.,"Wednesday, April 24, 2024",April,B,N,M,33,True,False, WINCHESTER,TORRINGTON RD,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,V,4/24/24 17:58,Verbal Warning,,,False,1.0,CT0016200,20240426030007000001,4/24/24 17:58,5:58:00 PM,2024,,,,2024,Speed Related
11/14/24 3:00,7098616.0,CT0016200,Winsted,Racial Profile,1238,24-6954,Case No.,"Tuesday, November 12, 2024",November,W,N,M,43,True,True, WINCHESTER,SPENCER ST,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,11/12/24 7:11,Verbal Warning,,,False,1.0,CT0016200,20241114030009000001,11/12/24 7:11,7:11:00 AM,2024,,,,2024,Stop Sign
11/21/24 3:00,7117726.0,CT0016200,Winsted,Racial Profile,1238,24-7139,Case No.,"Wednesday, November 20, 2024",November,W,N,M,45,True,False, WINCHESTER,ROCK CUT,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,11/20/24 6:29,Verbal Warning,,,False,1.0,CT0016200,20241121030009000001,11/20/24 6:29,6:29:00 AM,2024,,,,2024,Speed Related
2/14/24 3:00,6771780.0,CT0016200,Winsted,Racial Profile,1238,24-861,Case No.,"Saturday, February 10, 2024",February,W,N,M,25,True,False, WINCHESTER,W WAKEFIELD BLVD,  ,  ,V,G,2.0,0,14-301,,False,N,False,False,V,2/10/24 6:55,Verbal Warning,,,False,1.0,CT0016200,20240214030008000001,2/10/24 6:55,6:55:00 AM,2024,14-147(c),,,2024,Stop Sign
1/27/24 3:00,6767897.0,CT0016200,Winsted,Racial Profile,1239,24-547,Case No.,"Thursday, January 25, 2024",January,W,N,M,69,True,False, WINCHESTER,MAIN ST,  ,  ,V,G,1.0,0,14-242,,False,N,False,False,V,1/25/24 19:01,Verbal Warning,,,False,1.0,CT0016200,20240127030010000001,1/25/24 19:01,7:01:00 PM,2024,,,,2024,Moving Violation
2/5/24 3:00,6768849.0,CT0016200,Winsted,Racial Profile,1239,24-730,Case No.,"Saturday, February 3, 2024",February,W,N,F,19,True,True, WINCHESTER,MAIN ST,  ,  ,V,G,2.0,0,14-218,,False,N,False,False,I,2/3/24 21:27,Infraction Ticket,,,False,1.0,CT0016200,20240205030009000001,2/3/24 21:27,9:27:00 PM,2024,,,,2024,Speed Related
2/8/24 3:00,6770466.0,CT0016200,Winsted,Racial Profile,1239,24-794,Case No.,"Tuesday, February 6, 2024",February,W,N,F,77,True,True, WINCHESTER,MAIN ST,  ,  ,V,G,1.0,0,14-236,,False,N,False,False,V,2/6/24 20:44,Verbal Warning,,,False,1.0,CT0016200,20240208030007000001,2/6/24 20:44,8:44:00 PM,2024,,,,2024,Moving Violation
2/8/24 3:00,6770467.0,CT0016200,Winsted,Racial Profile,1239,24-797,Case No.,"Tuesday, February 6, 2024",February,W,N,M,52,True,False, WINCHESTER,WINCHESTER AVE,  ,  ,V,G,1.0,0,14-236,,False,N,False,False,V,2/6/24 23:15,Verbal Warning,,,False,1.0,CT0016200,20240208030007000001,2/6/24 23:15,11:15:00 PM,2024,14-218a,,,2024,Moving Violation
4/7/24 3:00,6840830.0,CT0016200,Winsted,Racial Profile,1321,24-2022,Case No.,"Friday, April 5, 2024",April,B,N,F,34,True,False, WINCHESTER,WHITING ST,  ,  ,V,G,2.0,0,14-301,,False,O,False,False,I,4/5/24 10:24,Infraction Ticket,,,False,1.0,CT0016200,20240407030007000001,4/5/24 10:24,10:24:00 AM,2024,,,,2024,Stop Sign
5/5/24 3:00,6864834.0,CT0016200,Winsted,Racial Profile,1321,24-2626,Case No.,"Friday, May 3, 2024",May,W,N,M,63,True,True, WINCHESTER,OAK ST,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,W,5/3/24 10:10,Written Ticket,,,False,1.0,CT0016200,20240505030008000001,5/3/24 10:10,10:10:00 AM,2024,,,,2024,Stop Sign
