CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,ReasonforStop
3/19/24 12:28,6837711.0,CT0011800,Ridgefield,Racial Profile,1000054,2400001999,Incident ID,"Friday, February 2, 2024",February,W,H,F,46,True,True,RIDGEFIELD,danbury rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133553392854304405,2/2/24 5:00,5:00:32 AM,2024,,,,2024,Speed Related
4/15/24 21:43,6858840.0,CT0011800,Ridgefield,Racial Profile,1000054,2400004506,Incident ID,"Friday, March 15, 2024",March,W,N,M,43,False,False,RIDGEFIELD,Danbury Rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133577053871723054,3/15/24 5:39,5:39:29 AM,2024,,,,2024,Speed Related
5/15/24 21:46,6888410.0,CT0011800,Ridgefield,Racial Profile,1000054,2400006376,Incident ID,"Friday, April 19, 2024",April,W,N,M,25,True,False,RIDGEFIELD,Danbury Rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133602975280305966,4/19/24 0:16,12:16:13 AM,2024,,,,2024,Speed Related
6/15/24 21:46,6937842.0,CT0011800,Ridgefield,Racial Profile,1000054,2400007500,Incident ID,"Tuesday, May 7, 2024",May,W,N,M,23,True,False,RIDGEFIELD,Danbury Rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133629759966057897,5/7/24 23:49,11:49:52 PM,2024,,,,2024,Speed Related
6/15/24 21:46,6937843.0,CT0011800,Ridgefield,Racial Profile,1000054,2400008258,Incident ID,"Tuesday, May 21, 2024",May,W,N,M,19,True,True,RIDGEFIELD,danbury rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133629759966057897,5/21/24 0:31,12:31:19 AM,2024,,,,2024,Speed Related
6/15/24 21:46,6937845.0,CT0011800,Ridgefield,Racial Profile,1000054,2400008520,Incident ID,"Saturday, May 25, 2024",May,W,N,F,30,True,False,RIDGEFIELD,Danbury Rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133629759966057897,5/25/24 1:47,1:47:17 AM,2024,,,,2024,Speed Related
9/15/24 21:44,7058387.0,CT0011800,Ridgefield,Racial Profile,1000054,2400012633,Incident ID,"Thursday, August 1, 2024",August,W,H,F,23,True,False,RIDGEFIELD,Danbury Rd,  ,  ,V,B,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011800,133709246151180787,8/1/24 1:22,1:22:15 AM,2024,,,,2024,Speed Related
1/15/25 21:44,7181432.0,CT0011800,Ridgefield,Racial Profile,1000054,2400020314,Incident ID,"Saturday, December 7, 2024",December,W,H,F,47,False,True,RIDGEFIELD,"00130 DANBURY RD (RIDGEFIELD, T118)",  ,  ,V,G,1.0,0,14-36(a),,False,N,False,False,I,,,,,False,1.0,CT0011800,133814689297404205,12/7/24 21:47,9:47:25 PM,2024,,,,2024,Unlicensed Operation
7/15/24 21:46,6975039.0,CT0011800,Ridgefield,Racial Profile,1000080,2400010067,Incident ID,"Wednesday, June 19, 2024",June,W,N,M,48,True,False,RIDGEFIELD,Rt 102,  ,  ,V,G,1.0,0,-,,False,N,False,False,W,,,,,False,1.0,CT0011800,133655679720602119,6/19/24 9:29,9:29:35 AM,2024,-,,,2024,Other
2/15/24 21:44,6793255.0,CT0011800,Ridgefield,Racial Profile,1000097,2400000062,Incident ID,"Tuesday, January 2, 2024",January,W,N,F,60,False,False,RIDGEFIELD,Ridgebury Rd,  ,  ,V,B,1.0,0,14-218(a),,False,N,False,False,W,,,,,False,1.0,CT0011800,133525250746026418,1/2/24 8:34,8:34:30 AM,2024,,,,2024,Speed Related
2/15/24 21:44,6793256.0,CT0011800,Ridgefield,Racial Profile,1000097,2400000063,Incident ID,"Tuesday, January 2, 2024",January,W,N,F,39,True,True,RIDGEFIELD,Ridgebury Rd,  ,  ,V,B,1.0,0,14-218(a),,False,N,False,False,W,,,,,False,1.0,CT0011800,133525250746026418,1/2/24 8:46,8:46:04 AM,2024,,,,2024,Speed Related
